ICD,Desc
O69.2xx0,Labor and delivery complicated by other cord entanglement with compression not applicable or unspecified 
O69.2xx0,Labor and delivery complicated by other cord entanglement with compression not applicable or unspecified 
O69.81x0,Labor and delivery complicated by cord around neck without compression not applicable or unspecified 
O69.81x0,Labor and delivery complicated by cord around neck without compression not applicable or unspecified 
O69.81x0,Labor and delivery complicated by cord around neck without compression not applicable or unspecified 
O69.3xx0,Labor and delivery complicated by short cord not applicable or unspecified 
O69.3xx0,Labor and delivery complicated by short cord not applicable or unspecified 
O69.3xx0,Labor and delivery complicated by short cord not applicable or unspecified 
O69.4xx0,Labor and delivery complicated by vasa previa not applicable or unspecified 
O69.4xx0,Labor and delivery complicated by vasa previa not applicable or unspecified 
O69.4xx0,Labor and delivery complicated by vasa previa not applicable or unspecified 
O69.5xx0,Labor and delivery complicated by vascular lesion of cord not applicable or unspecified 
O69.5xx0,Labor and delivery complicated by vascular lesion of cord not applicable or unspecified 
O69.5xx0,Labor and delivery complicated by vascular lesion of cord not applicable or unspecified 
O69.89x0,Labor and delivery complicated by other cord complications not applicable or unspecified 
O69.89x0,Labor and delivery complicated by other cord complications not applicable or unspecified 
O69.89x0,Labor and delivery complicated by other cord complications not applicable or unspecified 
O69.9xx0,Labor and delivery complicated by cord complication unspecified not applicable or unspecified 
O69.9xx0,Labor and delivery complicated by cord complication unspecified not applicable or unspecified 
O69.9xx0,Labor and delivery complicated by cord complication unspecified not applicable or unspecified 
O70.0,First degree perineal laceration during delivery 
O70.0,First degree perineal laceration during delivery 
O70.0,First degree perineal laceration during delivery 
O70.1,Second degree perineal laceration during delivery 
O70.1,Second degree perineal laceration during delivery 
O70.1,Second degree perineal laceration during delivery 
O70.2,Third degree perineal laceration during delivery 
O70.2,Third degree perineal laceration during delivery 
O70.2,Third degree perineal laceration during delivery 
O70.3,Fourth degree perineal laceration during delivery 
O70.3,Fourth degree perineal laceration during delivery 
O70.3,Fourth degree perineal laceration during delivery 
O70.9,Perineal laceration during delivery unspecified 
O70.9,Perineal laceration during delivery unspecified 
O70.9,Perineal laceration during delivery unspecified 
O71.7,Obstetric hematoma of pelvis 
O71.7,Obstetric hematoma of pelvis 
O71.7,Obstetric hematoma of pelvis 
O70.4,Anal sphincter tear complicating delivery not associated with third degree laceration 
O70.4,Anal sphincter tear complicating delivery not associated with third degree laceration 
O70.4,Anal sphincter tear complicating delivery not associated with third degree laceration 
O71.82,Other specified trauma to perineum and vulva 
O71.82,Other specified trauma to perineum and vulva 
O71.82,Other specified trauma to perineum and vulva 
O71.9,Obstetric trauma unspecified 
O71.9,Obstetric trauma unspecified 
O71.9,Obstetric trauma unspecified 
O71.00,Rupture of uterus before onset of labor unspecified trimester 
O71.02,Rupture of uterus before onset of labor second trimester 
O71.02,Rupture of uterus before onset of labor second trimester 
O71.1,Rupture of uterus during labor 
O71.1,Rupture of uterus during labor 
O71.2,Postpartum inversion of uterus 
O71.2,Postpartum inversion of uterus 
O71.2,Postpartum inversion of uterus 
O71.3,Obstetric laceration of cervix 
O71.3,Obstetric laceration of cervix 
O71.3,Obstetric laceration of cervix 
O71.4,Obstetric high vaginal laceration alone 
O71.4,Obstetric high vaginal laceration alone 
O71.4,Obstetric high vaginal laceration alone 
O71.5,Other obstetric injury to pelvic organs 
O71.5,Other obstetric injury to pelvic organs 
O71.5,Other obstetric injury to pelvic organs 
O71.6,Obstetric damage to pelvic joints and ligaments 
O71.6,Obstetric damage to pelvic joints and ligaments 
O71.6,Obstetric damage to pelvic joints and ligaments 
O71.7,Obstetric hematoma of pelvis 
O71.7,Obstetric hematoma of pelvis 
O71.7,Obstetric hematoma of pelvis 
O71.7,Obstetric hematoma of pelvis 
O71.89,Other specified obstetric trauma 
O71.89,Other specified obstetric trauma 
O71.89,Other specified obstetric trauma 
O71.89,Other specified obstetric trauma 
O71.89,Other specified obstetric trauma 
O71.9,Obstetric trauma unspecified 
O71.9,Obstetric trauma unspecified 
O71.9,Obstetric trauma unspecified 
O71.9,Obstetric trauma unspecified 
O71.9,Obstetric trauma unspecified 
O72.0,Third-stage hemorrhage 
O72.0,Third-stage hemorrhage 
O43.211,Placenta accreta first trimester 
O72.0,Third-stage hemorrhage 
O43.211,Placenta accreta first trimester 
O72.1,Other immediate postpartum hemorrhage 
O72.1,Other immediate postpartum hemorrhage 
O72.1,Other immediate postpartum hemorrhage 
O72.2,Delayed and secondary postpartum hemorrhage 
O72.2,Delayed and secondary postpartum hemorrhage 
O72.2,Delayed and secondary postpartum hemorrhage 
O72.3,Postpartum coagulation defects 
O72.3,Postpartum coagulation defects 
O72.3,Postpartum coagulation defects 
O43.239,Placenta percreta unspecified trimester 
O43.231,Placenta percreta first trimester 
O43.231,Placenta percreta first trimester 
O73.1,Retained portions of placenta and membranes without hemorrhage 
O73.1,Retained portions of placenta and membranes without hemorrhage 
O73.1,Retained portions of placenta and membranes without hemorrhage 
O74.1,Other pulmonary complications of anesthesia during labor and delivery 
O74.1,Other pulmonary complications of anesthesia during labor and delivery 
O74.1,Other pulmonary complications of anesthesia during labor and delivery 
O74.1,Other pulmonary complications of anesthesia during labor and delivery 
O89.09,Other pulmonary complications of anesthesia during the puerperium 
O74.2,Cardiac complications of anesthesia during labor and delivery 
O74.2,Cardiac complications of anesthesia during labor and delivery 
O74.2,Cardiac complications of anesthesia during labor and delivery 
O74.2,Cardiac complications of anesthesia during labor and delivery 
O89.1,Cardiac complications of anesthesia during the puerperium 
O74.3,Central nervous system complications of anesthesia during labor and delivery 
O74.3,Central nervous system complications of anesthesia during labor and delivery 
O74.3,Central nervous system complications of anesthesia during labor and delivery 
O74.3,Central nervous system complications of anesthesia during labor and delivery 
O89.2,Central nervous system complications of anesthesia during the puerperium 
O74.8,Other complications of anesthesia during labor and delivery 
O74.8,Other complications of anesthesia during labor and delivery 
O89.8,Other complications of anesthesia during the puerperium 
O74.8,Other complications of anesthesia during labor and delivery 
O89.8,Other complications of anesthesia during the puerperium 
O74.9,Complication of anesthesia during labor and delivery unspecified 
O74.9,Complication of anesthesia during labor and delivery unspecified 
O89.9,Complication of anesthesia during the puerperium unspecified 
O74.9,Complication of anesthesia during labor and delivery unspecified 
O89.9,Complication of anesthesia during the puerperium unspecified 
O75.0,Maternal distress during labor and delivery 
O75.0,Maternal distress during labor and delivery 
O75.0,Maternal distress during labor and delivery 
O75.0,Maternal distress during labor and delivery 
O75.0,Maternal distress during labor and delivery 
O75.1,Shock during or following labor and delivery 
O75.1,Shock during or following labor and delivery 
O75.1,Shock during or following labor and delivery 
O75.1,Shock during or following labor and delivery 
O75.1,Shock during or following labor and delivery 
O26.50,Maternal hypotension syndrome unspecified trimester 
O26.51,Maternal hypotension syndrome first trimester 
O26.51,Maternal hypotension syndrome first trimester 
O26.51,Maternal hypotension syndrome first trimester 
O26.51,Maternal hypotension syndrome first trimester 
O90.4,Postpartum acute kidney failure 
O90.4,Postpartum acute kidney failure 
O90.4,Postpartum acute kidney failure 
O75.4,Other complications of obstetric surgery and procedures 
O75.4,Other complications of obstetric surgery and procedures 
O75.4,Other complications of obstetric surgery and procedures 
O75.4,Other complications of obstetric surgery and procedures 
O75.4,Other complications of obstetric surgery and procedures 
O66.5,Attempted application of vacuum extractor and forceps 
O66.5,Attempted application of vacuum extractor and forceps 
O64.1xx0,Obstructed labor due to breech presentation not applicable or unspecified 
O64.1xx0,Obstructed labor due to breech presentation not applicable or unspecified 
O82,Encounter for cesarean delivery without indication 
O82,Encounter for cesarean delivery without indication 
O75.81,Maternal exhaustion complicating labor and delivery 
O75.81,Maternal exhaustion complicating labor and delivery 
O75.81,Maternal exhaustion complicating labor and delivery 
O75.81,Maternal exhaustion complicating labor and delivery 
O75.89,Other specified complications of labor and delivery 
O75.9,Complication of labor and delivery unspecified 
O75.9,Complication of labor and delivery unspecified 
O75.9,Complication of labor and delivery unspecified 
O75.9,Complication of labor and delivery unspecified 
O75.9,Complication of labor and delivery unspecified 
O86.89,Other specified puerperal infections 
O86.89,Other specified puerperal infections 
O86.89,Other specified puerperal infections 
O86.12,Endometritis following delivery 
O86.12,Endometritis following delivery 
O86.12,Endometritis following delivery 
O85,Puerperal sepsis 
O85,Puerperal sepsis 
O85,Puerperal sepsis 
O86.81,Puerperal septic thrombophlebitis 
O86.81,Puerperal septic thrombophlebitis 
O86.81,Puerperal septic thrombophlebitis 
O86.89,Other specified puerperal infections 
O86.89,Other specified puerperal infections 
O86.89,Other specified puerperal infections 
O22.00,Varicose veins of lower extremity in pregnancy unspecified trimester 
O22.01,Varicose veins of lower extremity in pregnancy first trimester 
O87.4,Varicose veins of lower extremity in the puerperium 
O22.01,Varicose veins of lower extremity in pregnancy first trimester 
O87.4,Varicose veins of lower extremity in the puerperium 
O22.10,Genital varices in pregnancy unspecified trimester 
O22.11,Genital varices in pregnancy first trimester 
O22.11,Genital varices in pregnancy first trimester 
O22.11,Genital varices in pregnancy first trimester 
O22.11,Genital varices in pregnancy first trimester 
O22.20,Superficial thrombophlebitis in pregnancy unspecified trimester 
O22.21,Superficial thrombophlebitis in pregnancy first trimester 
O87.0,Superficial thrombophlebitis in the puerperium 
O22.21,Superficial thrombophlebitis in pregnancy first trimester 
O87.0,Superficial thrombophlebitis in the puerperium 
O22.30,Deep phlebothrombosis in pregnancy unspecified trimester 
O22.31,Deep phlebothrombosis in pregnancy first trimester 
O22.31,Deep phlebothrombosis in pregnancy first trimester 
O87.1,Deep phlebothrombosis in the puerperium 
O87.1,Deep phlebothrombosis in the puerperium 
O87.1,Deep phlebothrombosis in the puerperium 
O22.50,Cerebral venous thrombosis in pregnancy unspecified trimester 
O22.51,Cerebral venous thrombosis in pregnancy first trimester 
O87.3,Cerebral venous thrombosis in the puerperium 
O22.51,Cerebral venous thrombosis in pregnancy first trimester 
O87.3,Cerebral venous thrombosis in the puerperium 
O22.40,Hemorrhoids in pregnancy unspecified trimester 
O22.8X1,Other venous complications in pregnancy first trimester 
O87.8,Other venous complications in the puerperium 
O22.8X1,Other venous complications in pregnancy first trimester 
O87.2,Hemorrhoids in the puerperium 
O22.90,Venous complication in pregnancy unspecified unspecified trimester 
O22.91,Venous complication in pregnancy unspecified first trimester 
O87.9,Venous complication in the puerperium unspecified 
O22.91,Venous complication in pregnancy unspecified first trimester 
O87.9,Venous complication in the puerperium unspecified 
O86.4,Pyrexia of unknown origin following delivery 
O86.4,Pyrexia of unknown origin following delivery 
O86.4,Pyrexia of unknown origin following delivery 
O88.019,Air embolism in pregnancy unspecified trimester 
O88.011,Air embolism in pregnancy first trimester 
O88.03,Air embolism in the puerperium 
O88.011,Air embolism in pregnancy first trimester 
O88.03,Air embolism in the puerperium 
O88.119,Amniotic fluid embolism in pregnancy unspecified trimester 
O88.111,Amniotic fluid embolism in pregnancy first trimester 
O88.13,Amniotic fluid embolism in the puerperium 
O88.111,Amniotic fluid embolism in pregnancy first trimester 
O88.13,Amniotic fluid embolism in the puerperium 
O88.219,Thromboembolism in pregnancy unspecified trimester 
O88.211,Thromboembolism in pregnancy first trimester 
O88.23,Thromboembolism in the puerperium 
O88.211,Thromboembolism in pregnancy first trimester 
O88.23,Thromboembolism in the puerperium 
O88.319,Pyemic and septic embolism in pregnancy unspecified trimester 
O88.311,Pyemic and septic embolism in pregnancy first trimester 
O88.33,Pyemic and septic embolism in the puerperium 
O88.311,Pyemic and septic embolism in pregnancy first trimester 
O88.33,Pyemic and septic embolism in the puerperium 
O88.819,Other embolism in pregnancy unspecified trimester 
O88.811,Other embolism in pregnancy first trimester 
O88.83,Other embolism in the puerperium 
O88.811,Other embolism in pregnancy first trimester 
O88.83,Other embolism in the puerperium 
O99.419,Diseases of the circulatory system complicating pregnancy unspecified trimester 
O99.411,Diseases of the circulatory system complicating pregnancy first trimester 
O99.42,Diseases of the circulatory system complicating childbirth 
O99.411,Diseases of the circulatory system complicating pregnancy first trimester 
O99.43,Diseases of the circulatory system complicating the puerperium 
O90.0,Disruption of cesarean delivery wound 
O90.0,Disruption of cesarean delivery wound 
O90.0,Disruption of cesarean delivery wound 
O90.1,Disruption of perineal obstetric wound 
O90.1,Disruption of perineal obstetric wound 
O90.1,Disruption of perineal obstetric wound 
O90.2,Hematoma of obstetric wound 
O90.2,Hematoma of obstetric wound 
O86.0,Infection of obstetric surgical wound 
O90.89,Other complications of the puerperium not elsewhere classified 
O90.89,Other complications of the puerperium not elsewhere classified 
O90.89,Other complications of the puerperium not elsewhere classified 
O90.3,Peripartum cardiomyopathy 
O90.3,Peripartum cardiomyopathy 
O90.3,Peripartum cardiomyopathy 
O90.3,Peripartum cardiomyopathy 
O90.3,Peripartum cardiomyopathy 
O90.89,Other complications of the puerperium not elsewhere classified 
O90.89,Other complications of the puerperium not elsewhere classified 
O90.89,Other complications of the puerperium not elsewhere classified 
O90.9,Complication of the puerperium unspecified 
O90.9,Complication of the puerperium unspecified 
O90.9,Complication of the puerperium unspecified 
O91.019,Infection of nipple associated with pregnancy unspecified trimester 
O91.011,Infection of nipple associated with pregnancy first trimester 
O91.02,Infection of nipple associated with the puerperium 
O91.011,Infection of nipple associated with pregnancy first trimester 
O91.02,Infection of nipple associated with the puerperium 
O91.119,Abscess of breast associated with pregnancy unspecified trimester 
O91.111,Abscess of breast associated with pregnancy first trimester 
O91.12,Abscess of breast associated with the puerperium 
O91.111,Abscess of breast associated with pregnancy first trimester 
O91.12,Abscess of breast associated with the puerperium 
O91.219,Nonpurulent mastitis associated with pregnancy unspecified trimester 
O91.211,Nonpurulent mastitis associated with pregnancy first trimester 
O91.22,Nonpurulent mastitis associated with the puerperium 
O91.211,Nonpurulent mastitis associated with pregnancy first trimester 
O91.22,Nonpurulent mastitis associated with the puerperium 
O91.23,Nonpurulent mastitis associated with lactation 
O91.23,Nonpurulent mastitis associated with lactation 
O91.23,Nonpurulent mastitis associated with lactation 
O91.23,Nonpurulent mastitis associated with lactation 
O91.23,Nonpurulent mastitis associated with lactation 
O91.23,Nonpurulent mastitis associated with lactation 
O91.23,Nonpurulent mastitis associated with lactation 
O91.23,Nonpurulent mastitis associated with lactation 
O91.23,Nonpurulent mastitis associated with lactation 
O91.23,Nonpurulent mastitis associated with lactation 
O92.019,Retracted nipple associated with pregnancy unspecified trimester 
O92.011,Retracted nipple associated with pregnancy first trimester 
O92.03,Retracted nipple associated with lactation 
O92.011,Retracted nipple associated with pregnancy first trimester 
O92.03,Retracted nipple associated with lactation 
O92.119,Cracked nipple associated with pregnancy unspecified trimester 
O92.111,Cracked nipple associated with pregnancy first trimester 
O92.13,Cracked nipple associated with lactation 
O92.111,Cracked nipple associated with pregnancy first trimester 
O92.13,Cracked nipple associated with lactation 
O92.29,Other disorders of breast associated with pregnancy and the puerperium 
O92.29,Other disorders of breast associated with pregnancy and the puerperium 
O92.29,Other disorders of breast associated with pregnancy and the puerperium 
O92.29,Other disorders of breast associated with pregnancy and the puerperium 
O92.29,Other disorders of breast associated with pregnancy and the puerperium 
O92.20,Unspecified disorder of breast associated with pregnancy and the puerperium 
O92.20,Unspecified disorder of breast associated with pregnancy and the puerperium 
O92.20,Unspecified disorder of breast associated with pregnancy and the puerperium 
O92.20,Unspecified disorder of breast associated with pregnancy and the puerperium 
O92.20,Unspecified disorder of breast associated with pregnancy and the puerperium 
O92.3,Agalactia 
O92.3,Agalactia 
O92.3,Agalactia 
O92.3,Agalactia 
O92.3,Agalactia 
O92.5,Suppressed lactation 
O92.5,Suppressed lactation 
O92.5,Suppressed lactation 
O92.5,Suppressed lactation 
O92.5,Suppressed lactation 
O92.6,Galactorrhea 
O92.6,Galactorrhea 
O92.6,Galactorrhea 
O92.6,Galactorrhea 
O92.6,Galactorrhea 
O92.79,Other disorders of lactation 
O92.79,Other disorders of lactation 
O92.79,Other disorders of lactation 
O92.79,Other disorders of lactation 
O92.79,Other disorders of lactation 
O92.70,Unspecified disorders of lactation 
O92.70,Unspecified disorders of lactation 
O92.70,Unspecified disorders of lactation 
O92.70,Unspecified disorders of lactation 
O92.70,Unspecified disorders of lactation 
O94,Sequelae of complication of pregnancy childbirth and the puerperium 
O36.8290,Fetal anemia and thrombocytopenia unspecified trimester not applicable or unspecified 
O36.8210,Fetal anemia and thrombocytopenia first trimester not applicable or unspecified 
O36.8210,Fetal anemia and thrombocytopenia first trimester not applicable or unspecified 
O30.029,Conjoined twin pregnancy unspecified trimester 
O30.021,Conjoined twin pregnancy first trimester 
O30.021,Conjoined twin pregnancy first trimester 
O26.899,Other specified pregnancy related conditions unspecified trimester 
O75.89,Other specified complications of labor and delivery 
O75.89,Other specified complications of labor and delivery 
O26.893,Other specified pregnancy related conditions third trimester 
O90.89,Other complications of the puerperium not elsewhere classified 
O35.7xx0,Maternal care for (suspected) damage to fetus by other medical procedures not applicable or unspecified 
O35.7xx0,Maternal care for (suspected) damage to fetus by other medical procedures not applicable or unspecified 
O35.7xx0,Maternal care for (suspected) damage to fetus by other medical procedures not applicable or unspecified 
O35.7xx0,Maternal care for (suspected) damage to fetus by other medical procedures not applicable or unspecified 
O35.7xx0,Maternal care for (suspected) damage to fetus by other medical procedures not applicable or unspecified 
L02.02,Furuncle of face 
L02.12,Furuncle of neck 
L02.222,Furuncle of back [any part except buttock] 
L02.429,Furuncle of limb unspecified 
L02.529,Furuncle unspecified hand 
L02.33,Carbuncle of buttock 
L02.429,Furuncle of limb unspecified 
L02.629,Furuncle of unspecified foot 
L02.828,Furuncle of other sites 
L02.92,Furuncle unspecified 
L03.019,Cellulitis of unspecified finger 
L03.019,Cellulitis of unspecified finger 
L03.019,Cellulitis of unspecified finger 
L03.039,Cellulitis of unspecified toe 
L03.039,Cellulitis of unspecified toe 
L03.029,Acute lymphangitis of unspecified finger 
L03.211,Cellulitis of face 
L03.222,Acute lymphangitis of neck 
L03.319,Cellulitis of trunk unspecified 
L03.119,Cellulitis of unspecified part of limb 
L03.119,Cellulitis of unspecified part of limb 
L03.317,Cellulitis of buttock 
L03.119,Cellulitis of unspecified part of limb 
L03.119,Cellulitis of unspecified part of limb 
L03.898,Acute lymphangitis of other sites 
L03.90,Cellulitis unspecified 
L04.9,Acute lymphadenitis unspecified 
L01.00,Impetigo unspecified 
L05.01,Pilonidal cyst with abscess 
L05.91,Pilonidal cyst without abscess 
L08.0,Pyoderma 
L88,Pyoderma gangrenosum 
L08.89,Other specified local infections of the skin and subcutaneous tissue 
L98.0,Pyogenic granuloma 
L08.89,Other specified local infections of the skin and subcutaneous tissue 
L08.9,Local infection of the skin and subcutaneous tissue unspecified 
L21.9,Seborrheic dermatitis unspecified 
L21.0,Seborrhea capitis 
L21.1,Seborrheic infantile dermatitis 
L21.8,Other seborrheic dermatitis 
L30.3,Infective dermatitis 
L22,Diaper dermatitis 
L20.89,Other atopic dermatitis 
L24.0,Irritant contact dermatitis due to detergents 
L24.1,Irritant contact dermatitis due to oils and greases 
L24.2,Irritant contact dermatitis due to solvents 
L25.1,Unspecified contact dermatitis due to drugs in contact with skin 
L25.3,Unspecified contact dermatitis due to other chemical products 
L25.4,Unspecified contact dermatitis due to food in contact with skin 
L25.5,Unspecified contact dermatitis due to plants except food 
L57.8,Other skin changes due to chronic exposure to nonionizing radiation 
L55.9,Sunburn unspecified 
L56.2,Photocontact dermatitis [berloque dermatitis] 
L57.1,Actinic reticuloid 
L57.9,Skin changes due to chronic exposure to nonionizing radiation unspecified 
L56.5,Disseminated superficial actinic porokeratosis (DSAP) 
L55.1,Sunburn of second degree 
L55.2,Sunburn of third degree 
L56.8,Other specified acute skin changes due to ultraviolet radiation 
L25.0,Unspecified contact dermatitis due to cosmetics 
L58.9,Radiodermatitis unspecified 
L23.0,Allergic contact dermatitis due to metals 
L23.81,Allergic contact dermatitis due to animal (cat) (dog) dander 
L25.2,Unspecified contact dermatitis due to dyes 
L25.9,Unspecified contact dermatitis unspecified cause 
L27.0,Generalized skin eruption due to drugs and medicaments taken internally 
L27.2,Dermatitis due to ingested food 
L27.8,Dermatitis due to other substances taken internally 
L27.9,Dermatitis due to unspecified substance taken internally 
L13.0,Dermatitis herpetiformis 
L13.1,Subcorneal pustular dermatitis 
L12.2,Chronic bullous disease of childhood 
L40.1,Generalized pustular psoriasis 
L10.9,Pemphigus unspecified 
L12.8,Other pemphigoid 
L12.1,Cicatricial pemphigoid 
L12.1,Cicatricial pemphigoid 
L13.8,Other specified bullous disorders 
L13.9,Bullous disorder unspecified 
L53.0,Toxic erythema 
L51.9,Erythema multiforme unspecified 
L51.8,Other erythema multiforme 
L51.8,Other erythema multiforme 
L51.1,Stevens-Johnson syndrome 
L51.3,Stevens-Johnson syndrome-toxic epidermal necrolysis overlap syndrome 
L51.2,Toxic epidermal necrolysis [Lyell] 
L51.8,Other erythema multiforme 
L52,Erythema nodosum 
L71.1,Rhinophyma 
L93.0,Discoid lupus erythematosus 
L49.0,Exfoliation due to erythematous condition involving less than 10 percent of body surface 
L49.1,Exfoliation due to erythematous condition involving 10-19 percent of body surface 
L49.2,Exfoliation due to erythematous condition involving 20-29 percent of body surface 
L49.3,Exfoliation due to erythematous condition involving 30-39 percent of body surface 
L49.4,Exfoliation due to erythematous condition involving 40-49 percent of body surface 
L49.5,Exfoliation due to erythematous condition involving 50-59 percent of body surface 
L49.6,Exfoliation due to erythematous condition involving 60-69 percent of body surface 
L49.7,Exfoliation due to erythematous condition involving 70-79 percent of body surface 
L49.8,Exfoliation due to erythematous condition involving 80-89 percent of body surface 
L49.9,Exfoliation due to erythematous condition involving 90 or more percent of body surface 
L00,Staphylococcal scalded skin syndrome 
L30.4,Erythema intertrigo 
L53.9,Erythematous condition unspecified 
L40.59,Other psoriatic arthropathy 
L40.8,Other psoriasis 
L41.8,Other parapsoriasis 
L42,Pityriasis rosea 
L44.0,Pityriasis rubra pilaris 
L30.5,Pityriasis alba 
L44.8,Other specified papulosquamous disorders 
L43.8,Other lichen planus 
L44.1,Lichen nitidus 
L44.2,Lichen striatus 
L44.9,Papulosquamous disorder unspecified 
L29.0,Pruritus ani 
L29.3,Anogenital pruritus unspecified 
L28.2,Other prurigo 
L28.0,Lichen simplex chronicus 
L98.1,Factitial dermatitis 
L29.8,Other pruritus 
L29.9,Pruritus unspecified 
L84,Corns and callosities 
L94.0,Localized scleroderma [morphea] 
L85.1,Acquired keratosis [keratoderma] palmaris et plantaris 
L83,Acanthosis nigricans 
L90.6,Striae atrophicae 
L91.0,Hypertrophic scar 
L92.9,Granulomatous disorder of the skin and subcutaneous tissue unspecified 
L11.9,Acantholytic disorder unspecified 
L90.9,Atrophic disorder of skin unspecified 
L57.0,Actinic keratosis 
L82.0,Inflamed seborrheic keratosis 
L82.1,Other seborrheic keratosis 
L98.8,Other specified disorders of the skin and subcutaneous tissue 
L60.0,Ingrowing nail 
L60.1,Onycholysis 
L60.9,Nail disorder unspecified 
L65.9,Nonscarring hair loss unspecified 
L63.8,Other alopecia areata 
L65.0,Telogen effluvium 
L66.0,Pseudopelade 
L68.0,Hirsutism 
L67.8,Other hair color and hair shaft abnormalities 
L67.1,Variations in hair color 
L72.11,Pilar cyst 
L72.12,Trichodermal cyst 
L66.3,Perifolliculitis capitis abscedens 
L73.9,Follicular disorder unspecified 
L74.4,Anhidrosis 
L74.0,Miliaria rubra 
L74.519,Primary focal hyperhidrosis unspecified 
L74.52,Secondary focal hyperhidrosis 
L30.1,Dyshidrosis [pompholyx] 
L75.2,Apocrine miliaria 
L73.2,Hidradenitis suppurativa 
L74.8,Other eccrine sweat disorders 
L74.9,Eccrine sweat disorder unspecified 
L70.2,Acne varioliformis 
L70.8,Other acne 
L72.3,Sebaceous cyst 
L21.9,Seborrheic dermatitis unspecified 
L85.3,Xerosis cutis 
L73.9,Follicular disorder unspecified 
L89.90,Pressure ulcer of unspecified site unspecified stage 
L89.009,Pressure ulcer of unspecified elbow unspecified stage 
L89.119,Pressure ulcer of right upper back unspecified stage 
L89.139,Pressure ulcer of right lower back unspecified stage 
L89.209,Pressure ulcer of unspecified hip unspecified stage 
L89.309,Pressure ulcer of unspecified buttock unspecified stage 
L89.509,Pressure ulcer of unspecified ankle unspecified stage 
L89.609,Pressure ulcer of unspecified heel unspecified stage 
L89.899,Pressure ulcer of other site unspecified stage 
L97.909,Non-pressure chronic ulcer of unspecified part of unspecified lower leg with unspecified severity 
L97.109,Non-pressure chronic ulcer of unspecified thigh with unspecified severity 
L97.209,Non-pressure chronic ulcer of unspecified calf with unspecified severity 
L97.309,Non-pressure chronic ulcer of unspecified ankle with unspecified severity 
L97.409,Non-pressure chronic ulcer of unspecified heel and midfoot with unspecified severity 
L97.509,Non-pressure chronic ulcer of other part of unspecified foot with unspecified severity 
L97.809,Non-pressure chronic ulcer of other part of unspecified lower leg with unspecified severity 
, 
, 
, 
, 
, 
, 
L98.429,Non-pressure chronic ulcer of back with unspecified severity 
L98.499,Non-pressure chronic ulcer of skin of other sites with unspecified severity 
L50.0,Allergic urticaria 
L50.1,Idiopathic urticaria 
L50.2,Urticaria due to cold and heat 
L50.3,Dermatographic urticaria 
L50.4,Vibratory urticaria 
L50.5,Cholinergic urticaria 
L50.8,Other urticaria 
L50.9,Urticaria unspecified 
L81.9,Disorder of pigmentation unspecified 
L80,Vitiligo 
L81.8,Other specified disorders of pigmentation 
L95.9,Vasculitis limited to the skin unspecified 
L90.5,Scar conditions and fibrosis of skin 
L92.1,Necrobiosis lipoidica not elsewhere classified 
L92.3,Foreign body granuloma of the skin and subcutaneous tissue 
L98.8,Other specified disorders of the skin and subcutaneous tissue 
L98.9,Disorder of the skin and subcutaneous tissue unspecified 
M32.10,Systemic lupus erythematosus organ or system involvement unspecified 
M34.1,CR(E)ST syndrome 
M35.00,Sicca syndrome unspecified 
M33.90,Dermatopolymyositis unspecified organ involvement unspecified 
M33.20,Polymyositis organ involvement unspecified 
M35.8,Other specified systemic involvement of connective tissue 
M35.5,Multifocal fibrosclerosis 
M35.9,Systemic involvement of connective tissue unspecified 
M00.9,Pyogenic arthritis unspecified 
M00.019,Staphylococcal arthritis unspecified shoulder 
M00.029,Staphylococcal arthritis unspecified elbow 
M00.039,Staphylococcal arthritis unspecified wrist 
M00.049,Staphylococcal arthritis unspecified hand 
M00.059,Staphylococcal arthritis unspecified hip 
M00.069,Staphylococcal arthritis unspecified knee 
M00.079,Staphylococcal arthritis unspecified ankle and foot 
M00.08,Staphylococcal arthritis vertebrae 
M00.09,Staphylococcal polyarthritis 
M02.30,Reiter's disease unspecified site 
M02.319,Reiter's disease unspecified shoulder 
M02.329,Reiter's disease unspecified elbow 
M02.339,Reiter's disease unspecified wrist 
M02.349,Reiter's disease unspecified hand 
M02.359,Reiter's disease unspecified hip 
M02.369,Reiter's disease unspecified knee 
M02.379,Reiter's disease unspecified ankle and foot 
M02.38,Reiter's disease vertebrae 
M02.39,Reiter's disease multiple sites 
M35.2,Behcet's disease 
M35.2,Behcet's disease 
M35.2,Behcet's disease 
M35.2,Behcet's disease 
M35.2,Behcet's disease 
M35.2,Behcet's disease 
M35.2,Behcet's disease 
M35.2,Behcet's disease 
M35.2,Behcet's disease 
M35.2,Behcet's disease 
M02.10,Postdysenteric arthropathy unspecified site 
M02.119,Postdysenteric arthropathy unspecified shoulder 
M02.129,Postdysenteric arthropathy unspecified elbow 
M02.139,Postdysenteric arthropathy unspecified wrist 
M02.149,Postdysenteric arthropathy unspecified hand 
M02.159,Postdysenteric arthropathy unspecified hip 
M02.169,Postdysenteric arthropathy unspecified knee 
M02.179,Postdysenteric arthropathy unspecified ankle and foot 
M02.18,Postdysenteric arthropathy vertebrae 
M02.19,Postdysenteric arthropathy multiple sites 
M01.X0,Direct infection of unspecified joint in infectious and parasitic diseases classified elsewhere 
M01.X19,Direct infection of unspecified shoulder in infectious and parasitic diseases classified elsewhere 
M01.X29,Direct infection of unspecified elbow in infectious and parasitic diseases classified elsewhere 
